,title,country,year_x,lgtb,tconst
25054,White Lie, Canada ,2019.0,1,tt9169036
25128,Whole New Thing, Canada ,2005.0,1,tt0461613
25129,Who's Afraid of Vagina Wolf?, US ,2013.0,1,tt1992278
25130,Wigstock: The Movie, US ,1995.0,1,tt0114937
25132,Wilby Wonderful, Canada ,2004.0,1,tt0383717
25134,Wild Flowers, UK ,1989.0,1,tt0137277
25149,Wild Side, UK/US ,1995.0,1,tt0114941
25166,Wild Side, Belgium/France/UK ,2004.0,1,tt0364120
25167,Wild Side, Belgium/France/UK ,2004.0,1,tt0435907
25179,Wild Things, US ,1998.0,1,tt0120890
25181,Wild Things, US ,1998.0,1,tt0197102
25182,Wild Things, US ,1998.0,1,tt0207280
25185,Wild Things, US ,1998.0,1,tt0877370
25218,Wild Things 2, US ,2004.0,1,tt0365270
25220,Wild Tigers I Have Known, US ,2006.0,1,tt0430768
25223,Wilde, UK ,1997.0,1,tt0120514
25228,The Wilding, Australia ,2012.0,1,tt2211097
25232,Will You Still Love Me Tomorrow?, Taiwan ,2013.0,1,tt2738050
25234,Windows, US ,1980.0,1,tt0081759
25302,Winds of September, Taiwan ,2008.0,1,tt1286562
25303,The Windy City Incident, US ,2005.0,1,tt0462630
25304,Winter Kept Us Warm, Canada ,1965.0,1,tt0232954
25305,The Wise Kids, US ,2011.0,1,tt1717724
25306,Wish Me Away, US ,2011.0,1,tt1746264
25307,The Wishmakers, US ,2011.0,1,tt1877808
25308,Withered in a Blooming Season, China ,2005.0,1,tt5344990
25309,Wittgenstein, UK ,1993.0,1,tt0108583
25312,The Wolves of Kromer, UK ,1998.0,1,tt0177394
25313,Woman on Top, US ,2000.0,1,tt0206420
25318,Women in Love, UK ,1969.0,1,tt0066579
25336,Women Who Kill, US ,2016.0,1,tt3973012
25339,Wonder Bar, US ,1934.0,1,tt0026007
25340,Wonder Boys, US ,2000.0,1,tt0185014
25344,A Wonderful Day, Australia ,2004.0,1,tt0399902
25363,Working It Out, Australia ,2007.0,1,tt1419715
25377,World and Time Enough, US ,1994.0,1,tt0111747
25378,The World in Your Window, New Zealand ,2017.0,1,tt5717448
25379,The World Unseen, South Africa/UK ,2007.0,1,tt1048174
25380,Worried About the Boy, UK ,2010.0,1,tt1597178
25381,Wrangler: Anatomy of an Icon, US ,2008.0,1,tt1053951
25391,Wrecked, US ,2009.0,1,tt1555219
25395,Wrecked, US ,2009.0,1,tt1832531
25400,Wrecked, US ,2009.0,1,tt2537822
25426,Wrestling, Iceland ,2007.0,1,tt0850241
25431,Wrestling, Iceland ,2007.0,1,tt1157732
25449,WTC View, US ,2005.0,1,tt0412044
25453,Xenia, Greece/France/Belgium ,2014.0,1,tt3186946
25454,XXY, Argentina ,2007.0,1,tt0995829
25456,The Yacoubian Building, Egypt ,2006.0,1,tt0425321
25457,Yaji and Kita: The Midnight Pilgrims, Japan ,2005.0,1,tt0468975
25458,The Year We Thought About Love, US ,2015.0,1,tt4065250
25463,Yes or No, Thailand ,2010.0,1,tt1906518
25471,Yossi & Jagger, Israel ,2002.0,1,tt0334754
25490,You and I, Germany ,2014.0,1,tt4930264
25499,You Belong to Me, US ,2007.0,1,tt1038119
25508,You Should Meet My Son!, US ,2010.0,1,tt1615916
25509,Young Man with a Horn, US ,1950.0,1,tt0043153
25512,Young Soul Rebels, UK ,1991.0,1,tt0103312
25513,Yuriko's Aroma, Japan ,2010.0,1,tt1603463
25515,Zero Patience, Canada ,1993.0,1,tt0108649
25517,Zerophilia, US ,2005.0,1,tt0421090
25519,ZsaZsa Zaturnnah Ze Moveeh, Philippines ,2006.0,1,tt0877732
25520,Zus & Zo, Netherlands ,2001.0,1,tt0245157
