,title,country,year_x,lgtb,tconst
13890,Love/Juice, Japan ,2000.0,1,tt0271616
13896,Love Life, US ,2006.0,1,tt0814198
13919,Love My Life, Japan ,2006.0,1,tt0923779
13920,Love on the Side, US/Canada ,2004.0,1,tt0384037
13921,Love or Whatever, US ,2012.0,1,tt1638898
13922,The Love Patient, US ,2011.0,1,tt1737798
13926,Love Sick, Romania/France ,2006.0,1,tt0484437
13929,Love Sick, Romania/France ,2006.0,1,tt0879206
13943,Love Sick, Romania/France ,2006.0,1,tt1602560
13960,Love Sick, Romania/France ,2006.0,1,tt4129890
13972,Love Simon, US ,2018.0,1,tt8697776
13977,Lovesong, US ,2016.0,1,tt4305148
13978,Love! Valour! Compassion!, US ,1997.0,1,tt0119578
13980,Lovebirds, Philippines ,2008.0,1,tt1339326
13996,Lovers' Kiss, Japan ,2003.0,1,tt1020048
13997,Lovers Vanished, Korea ,2010.0,1,tt1670690
13998,Loving Annabelle, US ,2006.0,1,tt0323120
13999,A Low Down Dirty Shame, US ,1994.0,1,tt0110399
14005,Luca, US ,2021.0,1,tt12801262
14008,Luca, US ,2021.0,1,tt14830850
14009,Luca, US ,2021.0,1,tt14864632
14010,Luca, US ,2021.0,1,tt14941050
14011,Luca, US ,2021.0,1,tt14952920
14012,Luca, US ,2021.0,1,tt14954072
14013,Luca, US ,2021.0,1,tt15231606
14014,Luca, US ,2021.0,1,tt16409458
14016,Luca, US ,2021.0,1,tt17348244
14026,Lucky Bastard, US ,2009.0,1,tt1461242
14033,Lucky Blue, Sweden ,2007.0,1,tt0971205
14059,L'un dans l'autre, France ,1999.0,1,tt0354986
14062,Lust for a Vampire, UK/US ,1971.0,1,tt0067367
14063,Luster, US ,2002.0,1,tt0325761
14069,M. Butterfly, US ,1993.0,1,tt0107468
14070,Macho Dancer, Philippines ,1988.0,1,tt0095562
14072,Madagascar Skin, UK ,1995.0,1,tt0113730
14074,Madalena, Brazil ,2021.0,1,tt12872150
14075,Madalena, Brazil ,2021.0,1,tt14898796
14077,Madame Satã, Brazil/France ,2002.0,1,tt0317887
14078,Mädchen in Uniform, Germany ,1931.0,1,tt0022183
14083,Mädchen in Uniform, Germany ,1958.0,1,tt0051964
14087,Make the Yuletide Gay, US ,2009.0,1,tt1305714
14088,Making Love, US ,1982.0,1,tt0084293
14101,The Maltese Falcon, US ,1931.0,1,tt0022111
14111,The Maltese Falcon, US ,1941.0,1,tt0033870
14119,Mambo Italiano, Canada ,2003.0,1,tt0330602
14132,Man and Boy, UK ,2010.0,1,tt1582220
14135,Mind Mera Mind, India ,2021.0,1,tt15734508
14143,A Man of No Importance, UK/Ireland ,1994.0,1,tt0110455
14149,Man of the Year, US ,1995.0,1,tt0113756
14170,The Man with the Answers, Cyprus/Greece/Italy ,2021.0,1,tt9320140
14172,Mandragora, Czech Republic ,1997.0,1,tt0119608
14177,Mango Kiss, US ,2004.0,1,tt0304377
14178,Mangus!, US ,2011.0,1,tt1571406
14189,Mannequin, US ,1987.0,1,tt0093493
14227,Manvee, India ,2022.0,1,tt14852670
14228,Manivald, Estonia/Croatia/Canada ,2017.0,1,tt6724880
14232,Mankind, UK ,2019.0,1,tt8949438
14233,Maple Palm, US ,2006.0,1,tt0481572
14234,The Map of Sex and Love, Hong Kong ,2001.0,1,tt0279351
14235,Mapplethorpe, US ,2018.0,1,tt1389098
14236,Marble Ass, Serbia ,1995.0,1,tt0112914
14251,Margarita, Canada ,2012.0,1,tt2318601
14258,Margarita, Canada ,2012.0,1,tt3100638
14279,Mario, Switzerland ,2018.0,1,tt12599904
14293,Mario, Switzerland ,2018.0,1,tt6903820
14294,Mario, Switzerland ,2018.0,1,tt6999052
14296,Mario, Switzerland ,2018.0,1,tt8404184
14298,Markova: Comfort Gay, Philippines ,2000.0,1,tt0292097
14299,The Mars Canon, Japan ,2002.0,1,tt0303821
14302,Martyrs, France/Canada ,2008.0,1,tt1029234
14316,Matrimonium, US ,2005.0,1,tt0418872
14318,The Matthew Shepard Story, US ,2002.0,1,tt0267736
14319,Maurice, UK ,1987.0,1,tt0093512
14332,May, US ,2002.0,1,tt0303361
14339,May, US ,2002.0,1,tt10876962
14390,Mean Girls, US ,2004.0,1,tt0377092
14391,Mean Girls, US ,2004.0,1,tt0565309
14430,Meatoo, UK ,2018.0,1,tt14176502
14431,Meet the Spartans, US ,2008.0,1,tt1073498
14432,Meet the Spartans, US ,2008.0,1,tt3011184
14438,Memento Mori, South Korea ,1999.0,1,tt0266075
14552,Memoirs of a Geeza, UK ,2019.0,1,tt11200818
14556,Men and Women, China ,1999.0,1,tt0217681
14565,The Men Next Door, US ,2012.0,1,tt2404645
14568,Mercy, US ,2000.0,1,tt0188055
14697,Mes chers parents, France ,2005.0,1,tt0485409
14733,Method, South Korea ,2017.0,1,tt5956382
14736,Method, South Korea ,2017.0,1,tt7022402
14740,Metrosexual, Thailand ,2006.0,1,tt0817907
14745,Miao Miao, Hong Kong/Taiwan ,2008.0,1,tt0984130
14746,Michael Joseph Jason John, UK ,2018.0,1,tt7855798
14755,Middle Man, UK ,2014.0,1,tt3550298
14760,Midnight Cabaret, US ,2012.0,1,tt2145676
14761,Midnight Cowboy, US ,1969.0,1,tt0064665
14763,Midnight Express, US ,1978.0,1,tt0077928
14768,Midnight in the Garden of Good and Evil, US ,1997.0,1,tt0119668
14769,Miguel/Michelle, Philippines ,1998.0,1,tt0264898
14782,Milk, US ,2008.0,1,tt1013753
14787,Milk, US ,2008.0,1,tt1163568
14797,Milk, US ,2008.0,1,tt1362100
14811,Milk, US ,2008.0,1,tt1627079
14814,Milk, US ,2008.0,1,tt1769888
14874,Miller's Crossing, US ,1990.0,1,tt0100150
14941,Mine, UK ,2017.0,1,tt6147760
14942,Mine, UK ,2017.0,1,tt6271614
14943,Mine, UK ,2017.0,1,tt6857190
14945,Mine, UK ,2017.0,1,tt6910732
14946,Mine, UK ,2017.0,1,tt7198878
14948,Mine, UK ,2017.0,1,tt7571088
14949,Mine, UK ,2017.0,1,tt7673568
14950,Mine, UK ,2017.0,1,tt8294628
14967,Mirror Mirror, Australia ,2008.0,1,tt1188722
14969,Mirror Mirror, Australia ,2008.0,1,tt1246590
15085,Mirrors, UK ,2015.0,1,tt29195994
15096,Mirrors, UK ,2015.0,1,tt4453594
15097,Mirrors, UK ,2015.0,1,tt4464888
15099,Mirrors, UK ,2015.0,1,tt4620206
15100,Mirrors, UK ,2015.0,1,tt4938744
15104,Mirrors, UK ,2015.0,1,tt5866638
15108,Mirrors, UK ,2015.0,1,tt6485188
15109,Mirrors, UK ,2015.0,1,tt7027350
15125,Misconceptions, US ,2008.0,1,tt1172066
15138,The Miseducation of Cameron Post, UK/US ,2018.0,1,tt6257174
15139,Mixed Kebab, Belgium/Turkey ,2012.0,1,tt1301308
15140,Moffie, South Africa/UK ,2019.0,1,tt10699362
15141,The Monkey's Mask, Australia/Canada/France/Italy/Japan ,2000.0,1,tt0259442
15161,Monsoon, UK ,2019.0,1,tt8090564
15163,Monster, US ,2003.0,1,tt0340855
15169,Monster, US ,2003.0,1,tt0578208
15173,Monster, US ,2003.0,1,tt0629554
15240,Monster, US ,2003.0,1,tt2051161
15373,Monster Pies, Australia ,2013.0,1,tt2379082
15395,Montana, Israel ,2017.0,1,tt5261190
15440,Moonlight, US ,2016.0,1,tt4975722
15442,Moonlight, US ,2016.0,1,tt5376254
15448,Moonlight, US ,2016.0,1,tt7245040
15453,More Scenes from a Gay Marriage, US ,2014.0,1,tt2935986
15455,More Than Only, US ,2017.0,1,tt7390114
15470,Morgan, US ,2012.0,1,tt1943765
15490,Mors lille Ole, Norway ,2003.0,1,tt0404247
15491,Mosquita y Mari, US ,2012.0,1,tt1978480
15492,The Mostly Unfabulous Social Life of Ethan Green, US ,2005.0,1,tt0424287
15493,Mr. Magorium's Wonder Emporium, US/Canada ,2007.0,1,tt0457419
15494,Mr. Magorium's Wonder Emporium, US/Canada ,2007.0,1,tt1670890
15506,Mr. Right, UK ,2009.0,1,tt0882789
15523,Mr. Sugar Daddy, Sweden ,2016.0,1,tt3823636
15524,The Mudge Boy, US ,2003.0,1,tt0339419
15525,Mulholland Drive, US ,2001.0,1,tt0166924
15534,Mulligans, Canada ,2008.0,1,tt1106447
15537,Mumbai Police, India,2013.0,1,tt2924472
15558,Mute, UK/Germany ,2018.0,1,tt12191484
15572,Mute, UK/Germany ,2018.0,1,tt1464763
15587,Mute, UK/Germany ,2018.0,1,tt21371810
15605,Mute, UK/Germany ,2018.0,1,tt31022475
15626,Mute, UK/Germany ,2018.0,1,tt6983020
15628,Mute, UK/Germany ,2018.0,1,tt7286958
15631,Mute, UK/Germany ,2018.0,1,tt8125628
15632,Mute, UK/Germany ,2018.0,1,tt8325794
15634,Mute, UK/Germany ,2018.0,1,tt8779650
15635,Mute, UK/Germany ,2018.0,1,tt8861340
15637,Mute, UK/Germany ,2018.0,1,tt9318792
15638,My Beautiful Laundrette, UK ,1985.0,1,tt0091578
15640,My Best Friend's Wedding, US ,1997.0,1,tt0119738
15653,My Brother the Devil, UK ,2012.0,1,tt2076897
15655,My Brother's War, US ,2005.0,1,tt0468516
15658,My Fair Son, China ,2005.0,1,tt1819769
15662,My Hustler, US ,1965.0,1,tt0062016
15663,My Last Ten Hours with You, Australia ,2007.0,1,tt0972564
15666,My Own Private Idaho, US ,1991.0,1,tt0102494
15669,My Policeman, US ,2022.0,1,tt13139228
15670,My Prairie Home, Canada ,2013.0,1,tt3203462
15671,My Summer of Love, UK ,2004.0,1,tt0382189
15674,My Sweet Prince, UK ,2019.0,1,tt9916544
15675,Myra Breckinridge, US ,1970.0,1,tt0066115
15678,Mysterious Skin, US/Netherlands ,2004.0,1,tt0370986
15680,Naked Boys Singing!, US ,2007.0,1,tt0928413
15681,The Naked Civil Servant, UK ,1975.0,1,tt0073438
15682,Naked Killer, Hong Kong ,1992.0,1,tt0109412
15685,Naked Lunch, Canada/UK/Japan ,1991.0,1,tt0102511
15695,The Nature of Nicholas, Canada ,2002.0,1,tt0305882
15696,Navarasa, India ,2005.0,1,tt0781434
15698,Never Met Picasso, US ,1996.0,1,tt0117167
15699,The New Tenants, Denmark/US ,2009.0,1,tt1520428
15706,Newcastle, Australia ,2008.0,1,tt1043860
15719,Newcastle, Australia ,2008.0,1,tt15696854
15744,The Next Best Thing, US ,2000.0,1,tt0156841
15751,Next Year in Jerusalem, US ,1997.0,1,tt0294782
15768,Night Flight, South Korea ,2014.0,1,tt3506934
15775,The Night Larry Kramer Kissed Me, US ,2000.0,1,tt0219210
15776,The Night Listener, US ,2006.0,1,tt0448075
15777,The Night of the Iguana, US/Mexico ,1964.0,1,tt0058404
15804,Night Out, Australia ,1989.0,1,tt1678859
15830,The Night Porter, Italy ,1974.0,1,tt0071910
15835,Night Swimming, US ,2005.0,1,tt0464134
15843,Nighthawks, UK ,1978.0,1,tt0077993
15875,Nights in Black Leather, US ,1973.0,1,tt0253330
15880,Nightstand, UK ,2015.0,1,tt4356466
15890,Nijinsky, US ,1980.0,1,tt0081235
15891,Nina's Heavenly Delights, UK ,2006.0,1,tt0435706
15892,Nitrate Kisses, US ,1992.0,1,tt0107693
15893,No Night Is Too Long, UK/Canada ,2002.0,1,tt0313410
15894,No One Sleeps, Germany ,2000.0,1,tt0244684
15895,No Ordinary Love, US ,1994.0,1,tt0139499
15903,No Skin Off My Ass, Canada ,1991.0,1,tt0102544
15905,No Regret, South Korea ,2006.0,1,tt0996948
15911,Nocturnal Animals, US ,2016.0,1,tt4550098
15912,Nocturnal Animals, US ,2016.0,1,tt6257638
15914,Nocturnal Animals, US ,2016.0,1,tt6829760
15916,Nocturnal Animals, US ,2016.0,1,tt7245058
15918,Nonsense Revolution, Canada ,2008.0,1,tt1149599
15919,Norma Jean & Marilyn, US/UK ,1996.0,1,tt0117201
15920,Normal, US ,2003.0,1,tt0338290
15924,Normal, US ,2003.0,1,tt0916048
15982,The Normal Heart, US ,2014.0,1,tt1684226
15985,Norman... Is That You?, US ,1976.0,1,tt0074973
15986,Notes on a Scandal, UK ,2006.0,1,tt0465551
15992,Nowhere, US ,1997.0,1,tt0119809
16054,Nuovo Olimpo, Italy ,2023.0,1,tt18394610
16060,O Beautiful, US ,2002.0,1,tt0310124
16061,The Object of My Affection, US ,1998.0,1,tt0120772
16067,An Obsolete Altar, India ,2013.0,1,tt3102278
16068,October Moon, US ,2005.0,1,tt0460887
16070,Odd Sock, Ireland ,2000.0,1,tt0344136
16071,Ode to Billy Joe, US ,1976.0,1,tt0074995
16073,Off Shore, Germany ,2011.0,1,tt1906440
16079,Oh Happy Day, UK ,2007.0,1,tt1059817
16088,Okoge, Japan ,1992.0,1,tt0107739
16089,Oi! Warning, Germany ,1999.0,1,tt0183076
16090,The Old Dark House, US ,1932.0,1,tt0023293
16097,The Old Testament, China ,2001.0,1,tt1918883
16100,On the Downlow, US ,2004.0,1,tt0390323
16107,On the Road, Brazil/France/UK/US ,2012.0,1,tt0337692
16172,On the Road, Brazil/France/UK/US ,2012.0,1,tt2157729
16175,On the Road, Brazil/France/UK/US ,2012.0,1,tt2302141
16178,On the Road, Brazil/France/UK/US ,2012.0,1,tt2395501
16180,On the Road, Brazil/France/UK/US ,2012.0,1,tt2412910
16181,On the Road, Brazil/France/UK/US ,2012.0,1,tt2492376
16182,On the Road, Brazil/France/UK/US ,2012.0,1,tt2516678
16209,On the Road, Brazil/France/UK/US ,2012.0,1,tt5589792
16277,The One, US ,2011.0,1,tt1681371
16278,The One, US ,2011.0,1,tt1823242
16279,The One, US ,2011.0,1,tt1833815
16280,The One, US ,2011.0,1,tt1847067
16282,The One, US ,2011.0,1,tt1910209
16287,The One, US ,2011.0,1,tt2055774
16289,The One, US ,2011.0,1,tt2133345
16297,The One, US ,2011.0,1,tt2447440
16354,One Night Stand, US ,1997.0,1,tt0119832
16384,One Night Stand, US ,1997.0,1,tt1349541
16473,One Summer Night, South Korea ,2016.0,1,tt13430466
16503,Open, US ,2011.0,1,tt1843233
16504,Open, US ,2011.0,1,tt1880301
16508,Open, US ,2011.0,1,tt2058668
16538,Open Cam, US ,2005.0,1,tt0480257
16540,Open Fire, UK ,1994.0,1,tt0110740
16541,Open Fire, UK ,1994.0,1,tt0110741
16547,The Opposite of Sex, US ,1998.0,1,tt0120777
16549,Oranges, Australia/US ,2004.0,1,tt0401703
16558,Oranges, Australia/US ,2004.0,1,tt4852280
16566,Ordinary Sinner, US ,2001.0,1,tt0259054
16569,Orlando, UK ,1993.0,1,tt0255451
16613,Oscar Wilde, UK ,1960.0,1,tt0053149
16615,Oscar Wilde, UK ,1960.0,1,tt1107654
16617,Our Sons, US ,1991.0,1,tt0102613
16619,Out at the Wedding, US ,2007.0,1,tt0488023
16621,Out in the Dark, Israel ,2012.0,1,tt2318625
16643,Out in the Silence, US ,2009.0,1,tt1564058
16646,Out of Season, US ,1998.0,1,tt0177080
16658,Out to Kill, US ,2014.0,1,tt3122422
16663,Out West, US ,2013.0,1,tt2077819
16671,Outcasts, Taiwan ,1986.0,1,tt0091628
16695,Outpost, US ,2009.0,1,tt1396511
16724,Outrage, US ,2009.0,1,tt1049400
16728,Outrage, US ,2009.0,1,tt1513880
16741,Outrageous!, Canada ,1977.0,1,tt0076513
16771,Over the Edge, UK ,2011.0,1,tt1942937
16803,Oy Vey! My Son Is Gay!!, US ,2009.0,1,tt1223082
16808,Packed Lunch, Australia ,2005.0,1,tt9520770
16811,Pageant, US ,2008.0,1,tt1152834
16815,Paname, France ,2010.0,1,tt1645829
16818,Pankh, India ,2010.0,1,tt1124386
16821,Pankh, India ,2010.0,1,tt1881025
16823,Papa faut que j'te parle... (Coming-out), France ,2000.0,1,tt0431971
16828,Paper Dolls, Israel/Switzerland ,2006.0,1,tt0783681
16844,The Paperboy, US ,2012.0,1,tt1496422
16853,Paragraph 175, UK/Germany/US ,2000.0,1,tt0236576
16854,Parallel Sons, US ,1995.0,1,tt0114089
16855,ParaNorman, US ,2012.0,1,tt1623288
16856,ParaNorman, US ,2012.0,1,tt3648394
16859,ParaNorman, US ,2012.0,1,tt7191694
16869,Pariah, US ,2011.0,1,tt1233334
16874,Pariah, US ,2011.0,1,tt2138451
16876,Pariah, US ,2011.0,1,tt2355777
16887,Paris Is Burning, US ,1990.0,1,tt0100332
16891,Paris Is Burning, US ,1990.0,1,tt7946784
16909,Paris, France / Canada ,1993.0,1,tt0776214
17076,Parting Glances, US ,1986.0,1,tt0091725
17081,Partners, US ,1982.0,1,tt0084477
17240,Party Monster, US/Netherlands ,2003.0,1,tt0320244
17257,The Pass, UK ,2016.0,1,tt5160154
17262,Paternity Leave, US ,2015.0,1,tt3300442
17273,Pauline, France ,2010.0,1,tt1765997
17282,Payton Collins: Serial Rapist, US ,2011.0,1,tt1934358
17283,Pecker, US ,1998.0,1,tt0126604
17284,Pédale douce, France ,1996.0,1,tt0117412
17285,Pédale dure, France ,2004.0,1,tt0395721
17303,Pedro, Portugal ,2016.0,1,tt5840276
17308,Pedro, US ,2008.0,1,tt1281383
17325,Pee Stains and Other Disasters, US ,2005.0,1,tt0452663
17334,People You May Know, US ,2016.0,1,tt3240796
17335,People You May Know, US ,2016.0,1,tt4696310
17340,Peoria Babylon, US ,1997.0,1,tt0358012
17341,Per rectum, Russia ,2005.0,1,tt2200094
17343,A Perfect Ending, US ,2012.0,1,tt1823059
17350,The Perfect Family, US ,2011.0,1,tt1650058
17366,The Perfect Wedding, US ,2012.0,1,tt2151863
17368,Periods of Rain, US ,2010.0,1,tt1832430
17369,The Perks of Being a Wallflower, US ,2012.0,1,tt1659337
17373,The Perks of Being a Wallflower, US ,2012.0,1,tt7195454
17375,Permanent Residence, Hong Kong ,2009.0,1,tt1386963
17376,Persécution, France ,2009.0,1,tt1303230
17377,Persona, Sweden ,1966.0,1,tt0060827
17442,Personal Best, US ,1982.0,1,tt0084489
17457,Peter's Friends, UK ,1992.0,1,tt0105130
17458,Petite faiblesse, France ,2005.0,1,tt0476335
17463,Petunia, US ,2012.0,1,tt1826813
17470,Peyote, Mexico ,2013.0,1,tt3180154
17472,Phantom Images, US ,2011.0,1,tt1564891
17473,Philadelphia, US ,1993.0,1,tt0107818
17544,Philomena, UK/US/France ,2013.0,1,tt2431286
17545,Philomena, UK/US/France ,2013.0,1,tt3342496
17568,Phoenix, US ,2006.0,1,tt0826600
17569,Phoenix, US ,2006.0,1,tt0863988
17606,Phoenix, US ,2006.0,1,tt1553175
17647,Phoenix, US ,2006.0,1,tt28099807
17697,Picnic at Hanging Rock, Australia ,1975.0,1,tt0073540
17722,Pink Flamingos, US ,1972.0,1,tt0069089
17729,Pink Narcissus, US ,1971.0,1,tt0067580
17735,Pink Moon, US ,2015.0,1,tt3775450
17744,The Pit and the Pendulum, US/Canada ,2009.0,1,tt1311082
17762,Pit Stop, US ,2013.0,1,tt2397531
17786,Pitch Perfect, US ,2012.0,1,tt1981677
17792,Pitch Perfect, US ,2012.0,1,tt5210530
17795,Pitch Perfect, US ,2012.0,1,tt7195440
17810,Plan B, Argentina ,2009.0,1,tt10319180
17834,Plan B, Argentina ,2009.0,1,tt1408972
17841,Plan B, Argentina ,2009.0,1,tt1471230
17845,Plan B, Argentina ,2009.0,1,tt1535289
17850,Plan B, Argentina ,2009.0,1,tt1557834
17853,Plan B, Argentina ,2009.0,1,tt1569946
17966,Play the Devil, Trinidad and Tobago ,2016.0,1,tt5424984
17968,Pleasure Factory, Singapore/Thailand ,2007.0,1,tt1018902
17969,Plutôt d'accord, France ,2004.0,1,tt0435285
17971,Poison, US ,1991.0,1,tt0102687
18079,Poison Ivy, US ,1992.0,1,tt0105156
18095,The Politics of Fur, US ,2002.0,1,tt0325992
18096,Poltergay, France ,2006.0,1,tt0492330
18097,Pooltime, US ,2010.0,1,tt1587839
18098,Pornography: A Thriller, US ,2009.0,1,tt1144811
18099,Portland Street Blues, Hong Kong ,1998.0,1,tt0148631
18100,Portrait of Jason, US ,1967.0,1,tt0062144
18102,Postcards from London, UK ,2018.0,1,tt6280608
18103,Poster Boy, US ,2004.0,1,tt0297389
18118,Postmortem, US ,2005.0,1,tt0463668
18126,Prayers for Bobby, US ,2009.0,1,tt1073510
18129,Predestination, Australia ,2014.0,1,tt2397535
18133,Predestination, Australia ,2014.0,1,tt4725946
18141,Present Perfect, Thailand/Japan ,2017.0,1,tt5855402
18151,Pretty Boy, Australia ,2020.0,1,tt11597144
18154,Pretty Boy, Australia ,2020.0,1,tt12291570
18155,Pretty Boy, Australia ,2020.0,1,tt12927354
18157,Pretty Boy, Australia ,2020.0,1,tt13365884
18176,The Pretty Boys, US ,2011.0,1,tt2356234
18177,Pretty Persuasion, US ,2005.0,1,tt0381505
18179,The Price of Love, US ,1995.0,1,tt0114179
18295,Pride, UK ,2014.0,1,tt3169706
18298,Pride, UK ,2014.0,1,tt3486018
18301,Pride, UK ,2014.0,1,tt4016584
18302,Pride, UK ,2014.0,1,tt4039030
18303,Pride, UK ,2014.0,1,tt4057086
18304,Pride, UK ,2014.0,1,tt4082202
18306,Pride, UK ,2014.0,1,tt4163580
18307,Pride, UK ,2014.0,1,tt4321034
18312,Pride, UK ,2014.0,1,tt5138972
18342,Priest, UK ,1994.0,1,tt0110889
18359,Princesa, Spain/Italy/France/UK/Germany ,2001.0,1,tt0281094
18360,Princesa, Spain/Italy/France/UK/Germany ,2001.0,1,tt0757301
18371,Prisonnier, France ,2004.0,1,tt0440726
18380,Private Lessons, France/Belgium ,2008.0,1,tt1226334
18393,Prodigal Sons, US ,2008.0,1,tt1295068
18397,Prodigal Sons, US ,2008.0,1,tt31059917
18426,The Producers, US ,2005.0,1,tt0395251
18429,The Producers, US ,2005.0,1,tt0594940
18450,Prom Queen: The Marc Hall Story, Canada ,2004.0,1,tt0410953
18451,Prora, Switzerland/Germany ,2012.0,1,tt2128693
18453,Proteus, Canada/South Africa ,2003.0,1,tt0379461
18464,P.S. Burn This Letter Please, US documentary film ,2020.0,1,tt11873010
18467,Pulp Fiction, US ,1994.0,1,tt0110912
18496,Purple Skies, India ,2014.0,1,tt3528206
18497,Putting on the Dish, UK ,2015.0,1,tt4855104
18498,Pyotr495, Canada/Germany ,2016.0,1,tt4884602
18499,Queen Christina, US ,1933.0,1,tt0024481
18502,Queer Duck: The Movie, US ,2006.0,1,tt0485288
18504,Querelle, West Germany/France ,1982.0,1,tt0084565
18507,Quiet Days in Hollywood, Germany ,1997.0,1,tt0114216
18508,Quiet Night In, New Zealand ,2005.0,1,tt0470900
18514,Quinceañera, US ,2006.0,1,tt0451176
18516,Quinceañera, US ,2006.0,1,tt0878539
18527,Race You to the Bottom, US ,2005.0,1,tt0452671
18528,Rag Tag, UK/Nigeria ,2006.0,1,tt0821557
18533,The Rainbow, UK ,1989.0,1,tt0098165
18554,Rainbow Eyes, Korea ,2007.0,1,tt1233473
18555,Raising Heroes, US ,1996.0,1,tt0117435
18557,Rapid Guy Movement, US ,2004.0,1,tt0354860
18558,The Raspberry Reich, Germany/Canada ,2004.0,1,tt0390418
18563,Rara, Chile ,2016.0,1,tt5070130
18564,Reach for Glory, UK ,1962.0,1,tt0056397
18565,Ready? OK!, US ,2008.0,1,tt1067084
18566,Ready? OK!, US ,2008.0,1,tt1309149
18567,Reality Bites, US ,1994.0,1,tt0110950
18571,Reality Bites, US ,1994.0,1,tt0583019
18624,Rebecca, US ,1940.0,1,tt0032976
18703,Rebel Without a Cause, US ,1955.0,1,tt0048545
18727,Rebound, US ,2009.0,1,tt1479780
18729,Rebound, US ,2009.0,1,tt1501419
18786,The Reception, US ,2005.0,1,tt0457452
18799,Red Dirt, US ,2000.0,1,tt0160749
18807,Red Doors, US ,2005.0,1,tt0415234
18808,Red Ribbon Blues, US ,1996.0,1,tt0114246
18809,Red Ribbons, US ,1994.0,1,tt0244755
18812,Red River, US ,1948.0,1,tt0040724
18833,Red Without Blue, US ,2007.0,1,tt0923870
18835,Redwoods, US ,2009.0,1,tt1252329
18839,Reel in the Closet, US documentary film ,2015.0,1,tt4485952
18840,Reflections in a Golden Eye, US ,1967.0,1,tt0062185
18851,Refugee's Welcome, Spain/Germany ,2017.0,1,tt6236880
18852,Regarding Billy, US ,2005.0,1,tt0482579
18853,Regretters, Sweden ,2010.0,1,tt1590252
18888,Release, UK ,2010.0,1,tt1456603
18893,Release, UK ,2010.0,1,tt1592784
18894,Release, UK ,2010.0,1,tt1621907
18896,Release, UK ,2010.0,1,tt1757844
18904,Release, UK ,2010.0,1,tt2337279
18960,Remission, UK ,2014.0,1,tt3179406
18961,Remission, UK ,2014.0,1,tt3212158
18963,Remission, UK ,2014.0,1,tt3451330
18972,Rent, US ,2005.0,1,tt0294870
19000,Retablo, Peru ,2017.0,1,tt7761590
19002,Revenge of the Nerds, US ,1984.0,1,tt0088000
19015,Revolutionary Girl Utena: The Movie, Japan ,1999.0,1,tt0243558
19017,Rise Above: The Tribe 8 Documentary, US ,2003.0,1,tt0433039
19018,Rites of Passage, US ,1999.0,1,tt0171698
19071,Ritu, India ,2009.0,1,tt1522265
19074,The Ritz, US ,1976.0,1,tt0075144
19087,The River, Taiwan ,1997.0,1,tt0119263
19179,Rivers Wash Over Me, US ,2009.0,1,tt1279966
19183,Road Movie, South Korea ,2002.0,1,tt0334245
19194,Road Movie, South Korea ,2002.0,1,tt4217926
19201,Robin's Hood, US ,2003.0,1,tt0453391
19204,Rocketman, UK/US ,2019.0,1,tt10367094
19205,Rocketman, UK/US ,2019.0,1,tt10422180
19206,Rocketman, UK/US ,2019.0,1,tt10422302
19207,Rocketman, UK/US ,2019.0,1,tt10514120
19208,Rocketman, UK/US ,2019.0,1,tt10581714
19209,Rocketman, UK/US ,2019.0,1,tt11248164
19213,Rocketman, UK/US ,2019.0,1,tt13773576
19216,Rocketman, UK/US ,2019.0,1,tt2066051
19220,Rocketman, UK/US ,2019.0,1,tt8372368
19221,Rock Haven, US ,2007.0,1,tt1085496
19222,Rock Hudson's Home Movies, US ,1992.0,1,tt0105268
19223,The Rocky Horror Picture Show, UK ,1975.0,1,tt0073629
19232,Role/Play, US ,2010.0,1,tt1634300
19233,Ron the Zookeeper, Australia ,2007.0,1,tt1043771
19234,Room to Rent, France/UK ,2000.0,1,tt0218559
19238,Rope, US ,1948.0,1,tt0040746
19275,Rosa Morena, Brazil/Denmark ,2010.0,1,tt1252516
19276,Rose by Any Other Name..., US ,1997.0,1,tt0454679
19278,Route of Acceptance, Canada ,2012.0,1,tt2537064
19279,Roxxxanne, Philippines ,2007.0,1,tt1133584
19280,Ruby Fruit, Japan ,1995.0,1,tt0227409
19281,R U Invited?, US ,2006.0,1,tt0959336
19282,The Rules of Attraction, US/Germany ,2002.0,1,tt0292644
19286,Running Deep, US ,2007.0,1,tt0990446
19287,Running on Empty Dreams, US ,2009.0,1,tt1090679
19290,Running with Scissors, US ,2006.0,1,tt0439289
19295,Ruok, US ,2018.0,1,tt8696410
19296,Sagwan, Philippines ,2009.0,1,tt1422743
19300,Saint, Belgium ,1997.0,1,tt0244773
19314,Saint Jack, US/Singapore ,1979.0,1,tt0079843
19321,Saints and Sinners, US ,2004.0,1,tt0392739
19322,Saints and Sinners, US ,2004.0,1,tt0716645
19343,Salmonberries, Germany ,1991.0,1,tt0102829
19347,Saltwater, US ,2012.0,1,tt2328737
19351,Same Difference, UK ,2002.0,1,tt0363041
19370,San Diego Surf, US ,1968.0,1,tt0218575
19371,Sassy Pants, US ,2012.0,1,tt1822302
19372,Saturday Night at the Baths, US ,1975.0,1,tt0257099
19376,Saturn Returns, Israel/Germany ,2009.0,1,tt1337535
19379,Saturn's Return, Australia ,2001.0,1,tt0290217
19382,Savage Grace, US/France/Spain ,2007.0,1,tt0379976
19388,Save Me, US ,2007.0,1,tt0772200
